[589, 405]
[paragraph, [32.0, 125.0, 321.0, 18.0], PLLNiFXICv, 6493593]
[paragraph, [3563.0, 35945.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 35963.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 35981.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 35999.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36017.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36035.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36053.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36071.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36089.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36107.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36125.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36143.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36161.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36179.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36197.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36215.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36233.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36251.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36269.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36287.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36305.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36323.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36341.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36359.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36377.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36395.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36413.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36431.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36449.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36467.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36485.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36503.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36521.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36539.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36557.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36575.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36593.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36611.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36629.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36647.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3563.0, 36665.0, 35165.0, 18.0], shoonya_1s4KF4LZD8PY51, 6493593]
[paragraph, [3626.0, 47274.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47292.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47310.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47328.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47346.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47364.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47382.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47400.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47418.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47436.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47454.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47472.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47490.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47508.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47526.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47544.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47562.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47580.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47598.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47616.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47634.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47652.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47670.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47688.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47706.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47724.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47742.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47760.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47778.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47796.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47814.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47832.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47850.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47868.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47886.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47904.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47922.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47940.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47958.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47976.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 47994.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48012.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48030.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48048.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48066.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48084.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48102.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48120.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48138.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48156.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48174.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48192.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48210.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48228.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48246.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48264.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48282.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48300.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48318.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48336.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48354.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48372.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48390.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48408.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48426.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48444.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48462.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48480.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48498.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48516.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48534.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48552.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48570.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48588.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48606.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48624.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48642.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48660.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48678.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48696.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48714.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48732.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
[paragraph, [3626.0, 48750.0, 35049.0, 18.0], shoonya_5sIM19QJS20QMC, 6493593]
